"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1976797954821558768","Fri Oct 10 23:52:14 +0000 2025","0","Melalui MBG pemerintah berupaya menjaga hak dasar anak: mendapatkan makanan bergizi dan sehat. Langkah sederhana tapi berdampak besar bagi tumbuh kembang mereka. https://t.co/t1TQs8PTGu","1976797954821558768","https://pbs.twimg.com/ext_tw_video_thumb/1976797891609161728/pu/img/ooXd780_s-76L9Ym.jpg","","in","","0","0","0","https://x.com/undefined/status/1976797954821558768","1903592901151764480",
"1976797813813264810","Fri Oct 10 23:51:40 +0000 2025","0","Program MBG dihadirkan bukan sekadar memberi makan tapi memastikan tumbuh kembang anak Indonesia terjaga. Langkah nyata pemerintah untuk cegah stunting sejak dini. https://t.co/CKPS7RLjdE","1976797813813264810","https://pbs.twimg.com/media/G27_IqmbwAA_78E.jpg","","in","","0","0","0","https://x.com/undefined/status/1976797813813264810","1903592901151764480",
"1976797679058587958","Fri Oct 10 23:51:08 +0000 2025","0","Mbg adek gue kemarin nasi goreng doang anjir","1976797679058587958","","","in","","0","0","0","https://x.com/undefined/status/1976797679058587958","1321684332570800128",
"1976507099187380551","Fri Oct 10 23:50:49 +0000 2025","0","@DS_yantie Sementara masih ada yang hambur2 buat MBG yang gag jelas faedahnya","1976797600490893737","","DS_yantie","in","","0","0","0","https://x.com/undefined/status/1976797600490893737","151365974",
"1976796804651139473","Fri Oct 10 23:47:39 +0000 2025","0","MBG bukan sekadar program makan ini wujud kasih &amp; kepedulian bangsa. Dari bahan yg berkualitas &amp; memasak yg baik &amp; higienis. Hidangan disiapkan dengan cinta &amp; tanggung jawab karena yg kita jaga bukan hanya tubuh anak-anak tapi masa depan Indonesia. #MBG #GenerasiEmasIndonesia https://t.co/a8UYmSuRVe","1976796804651139473","https://pbs.twimg.com/ext_tw_video_thumb/1976796547624189959/pu/img/pS4-vVDYvg-z_XYt.jpg","","in","","0","0","0","https://x.com/undefined/status/1976796804651139473","1712726641515151360",
"1976598963399880914","Fri Oct 10 23:47:36 +0000 2025","1","@LBH_Jakarta Horeeeee..... Terima kasih LBH dan para relawan juga hakim yang masih 'waras'. Min ayo class action MBG min ;)","1976796790935765043","","LBH_Jakarta","in","","0","0","0","https://x.com/undefined/status/1976796790935765043","1941348040675319808",
"1976796753535156452","Fri Oct 10 23:47:27 +0000 2025","0","Bangke ni pelaksana2 MBG.. Babi mereka itu...!! Dan benar MBG jadi ladang korupsi baru.. Prabowo tutup tuh MBG..!! Luhut mah ngotot ama MBG.. https://t.co/UPyymf4bry","1976796753535156452","","","in","","0","0","0","https://x.com/undefined/status/1976796753535156452","1548994272808304642",
"1976649713920430456","Fri Oct 10 23:46:45 +0000 2025","1","@813amkst @Malangraya_info anggaran 1T/hari buat MBG ternyata juga buat bayar buzzer ","1976796577735016860","","813amkst","in","","0","1","0","https://x.com/undefined/status/1976796577735016860","1150699938726076416",
"1976293316338839564","Fri Oct 10 23:46:42 +0000 2025","1","@WAPamungkas mbg bikin goblog dan dipaksa berhasil berharap yg kabagian mau bikin mereka 2 periods susah usul orang solo yg sekarang sekarat","1976796562954371283","","WAPamungkas","in","","0","0","0","https://x.com/undefined/status/1976796562954371283","365256813",
"1976796384734200305","Fri Oct 10 23:45:59 +0000 2025","0","Keren program MBG Manekin","1976796384734200305","","","in","","0","0","0","https://x.com/undefined/status/1976796384734200305","1712347647644979200",
"1976796106651844624","Fri Oct 10 23:44:53 +0000 2025","0","MBG sangat terasa manfaatnya oleh masyarakat luas. Manekin","1976796106651844624","","","in","","0","0","0","https://x.com/undefined/status/1976796106651844624","1876112928765865984",
"1976796058639646735","Fri Oct 10 23:44:42 +0000 2025","0","Program MBG tuh bukan cuma soal susu dan makan sehat tapi soal pemerataan gizi &amp; keadilan sosial juga Di era Prabowo semua anak dari kota sampe pelosok punya hak yang sama buat tumbuh kuat dan cerdas. 🇮🇩 #MBGUntukSemua #GenerasiSehatPrabowoEra https://t.co/PejlePTC2p","1976796058639646735","https://pbs.twimg.com/media/G279ig4asAAzjf3.jpg","","in","","0","0","0","https://x.com/undefined/status/1976796058639646735","1814681569925476352",
"1976795469356712189","Fri Oct 10 23:42:21 +0000 2025","0","MBG bukan cuma bagi-bagi makanan gratis tapi investasi jangka panjang buat masa depan bangsa Kalau gizi anak terpenuhi dari awal stunting bisa dicegah generasi kuat bisa lahir. Program MBG diharapkan jadi game changer buat Indonesia bebas stunting dan lebih sehat 🇮🇩 #MBG https://t.co/mbEg0mgSmC","1976795469356712189","https://pbs.twimg.com/media/G279ALGbwAEkPsu.jpg","","in","","0","0","0","https://x.com/undefined/status/1976795469356712189","1814696884646387718",
"1976633476586832268","Fri Oct 10 23:42:10 +0000 2025","0","@barengwarga Hati2 dimasukan ke dapur MBG","1976795423462547570","","barengwarga","in","","0","0","0","https://x.com/undefined/status/1976795423462547570","43337391",
"1976626267144245610","Fri Oct 10 23:41:05 +0000 2025","0","@tempodotco Dag dig dug kalau tiba2x menu MBG udang goreng tepung","1976795150723785200","","tempodotco","in","","0","0","0","https://x.com/undefined/status/1976795150723785200","1505027373263032321",
"1976795023342784898","Fri Oct 10 23:40:35 +0000 2025","0","Program MBG benar-benar langkah nyata untuk masa depan anak Indonesia https://t.co/wtlx4EZIeM","1976795023342784898","https://pbs.twimg.com/media/G278l-PbwAoP322.jpg","","in","","0","0","0","https://x.com/undefined/status/1976795023342784898","1945148572468703232",
"1976794992430702967","Fri Oct 10 23:40:27 +0000 2025","0","Indonesia punya harapan besar cegah stunting dan ciptakan Generasi Emas 2045 yang sehat cerdas dan kuat dgn MBG https://t.co/txBvdzt0E0","1976794992430702967","https://pbs.twimg.com/ext_tw_video_thumb/1976794946230521856/pu/img/DHZnLJqSCDYyKueC.jpg","","in","","0","0","0","https://x.com/undefined/status/1976794992430702967","1945148572468703232",
"1976794735584194579","Fri Oct 10 23:39:26 +0000 2025","6","Nah.. Ini SPPG andalan yang kerap jadi rujukan para pengelola dapur MBG. Selain menyajikan menu sehat juga tampilan yang menggugah selera makan anak. Yang baik silakan dicontoh yang masih membuat sajian kurang bagus Monggo diperbaiki.. https://t.co/rl5P7eBKj3","1976794735584194579","https://pbs.twimg.com/ext_tw_video_thumb/1976794437453021184/pu/img/w2TDKLTB0y1BEDJE.jpg","","in","","0","2","4","https://x.com/undefined/status/1976794735584194579","1331503267814072320",
"1976794647034053111","Fri Oct 10 23:39:05 +0000 2025","8","Pemerintah gencar lakukan efisiensi. Transfer ke daerah dipotong untuk anggaran MBG. Gubernur kelimpungan lalu tarik donasi ke rakyat. Tapi efisiensi kok nambah2 wamen asisten khusus dan badan? Paradok kelas tinggi. https://t.co/r5PtfoU88p","1976794647034053111","","","in","","0","2","5","https://x.com/undefined/status/1976794647034053111","248107407",
"1976794498610217169","Fri Oct 10 23:38:30 +0000 2025","1","Cegah stunting bangun masa depan Lewat Program MBG anak-anak Indonesia bisa tumbuh sehat kuat dan siap bersaing menuju Indonesia Emas 2045 🇮🇩 #MakanBergiziGratis #CegahStunting #sstvi #Crypto Kenny Austin ifan seventeen flash sale 10x Amanda Manopo #SamsungS25 #vivoV60Lite https://t.co/YUHLzOoy6p","1976794498610217169","https://pbs.twimg.com/media/G278HtXbIAAqhlx.jpg","","in","","0","0","0","https://x.com/undefined/status/1976794498610217169","1804674220389249024",
"1976794401092575516","Fri Oct 10 23:38:06 +0000 2025","0","Nah.. MBG buat bapak2.. tp d sisi lain gua bukan bapa2 palingan cuman setengah bapak2 nya https://t.co/Kx18gS49zx","1976794401092575516","https://pbs.twimg.com/media/G278CBCa4AAi5wD.jpg","","in","","0","0","0","https://x.com/undefined/status/1976794401092575516","1334765275242143744",
"1976794203037516253","Fri Oct 10 23:37:19 +0000 2025","0","Indonesia Emas dgn MBG https://t.co/LSnF6xgzY4","1976794203037516253","https://pbs.twimg.com/ext_tw_video_thumb/1976794153154723840/pu/img/Tm8TjR41jp-VHRml.jpg","","in","","0","0","0","https://x.com/undefined/status/1976794203037516253","187790975",
"1976794016328171642","Fri Oct 10 23:36:35 +0000 2025","7","Menu Makan Bergizi Gratis (MBG) yang benar adalah menu yang beragam seimbang dan aman dengan porsi yang tepat. Bukan hanya tampilan Menu yg dibuat menarik tapi harus mencakup sumber karbohidrat protein hewani dan nabati sayuran buah serta lemak sehat. _ https://t.co/eehdEXakWq","1976794016328171642","https://pbs.twimg.com/ext_tw_video_thumb/1976793829018841088/pu/img/NGt_FaMqxSZ4uKA-.jpg","","in","","0","0","4","https://x.com/undefined/status/1976794016328171642","1331503267814072320",
"1976793920194617374","Fri Oct 10 23:36:12 +0000 2025","0","Program MBG diharapkan menjadi solusi nyata Indonesia untuk mencegah stunting. Dg pemerataan asupan gizi sejak usia dini langkah ini bukan hanya menjaga kesehatan anak² tp jg membangun pondasi kuat bagi generasi unggul menuju Indonesia Emas yg bebas stunting &amp; berdaya saing. https://t.co/ongvjfydEy","1976793920194617374","https://pbs.twimg.com/media/G277mCuasAAD_Cz.jpg","","in","","0","0","0","https://x.com/undefined/status/1976793920194617374","1552517446648864768",
"1976626267144245610","Fri Oct 10 23:36:11 +0000 2025","0","@tempodotco Jangan sampai dimasukan ke MBG","1976793916935749889","","tempodotco","in","","0","0","0","https://x.com/undefined/status/1976793916935749889","43337391",
"1976793891535044987","Fri Oct 10 23:36:05 +0000 2025","0","Masa depan cerah dgn MBG https://t.co/K9TMjY0eiR","1976793891535044987","https://pbs.twimg.com/media/G277kATbwAAr6MB.jpg","","in","","0","0","0","https://x.com/undefined/status/1976793891535044987","187790975",
"1976793598776819840","Fri Oct 10 23:34:55 +0000 2025","0","MBG untuk anak-anak Indonesia bukan sekadar program makan tapi wujud kasih dan kepedulian bangsa. Setiap menu harus higienis sehat menarik dan berkualitas disiapkan dengan penuh tanggung jawab. Dari pemilihan bahan hingga proses memasak semua dilakukan dengan hati-hati https://t.co/lWNkVsxaT3","1976793598776819840","https://pbs.twimg.com/ext_tw_video_thumb/1976793392622469120/pu/img/5zB6HCa9jx7JPuCm.jpg","","in","","0","0","2","https://x.com/undefined/status/1976793598776819840","1884976589039190016",
"1976793500986544242","Fri Oct 10 23:34:32 +0000 2025","0","Kemarin adalah hari pertama anak keponakanku dapat giliran MBG gak dimakan dan dibawa pulang. Langsung dikasih sama saya. Pakde ini MBG buat Mpus aja saya takut makannya nanti seperti berita di TV keracunan? Ya udah pakde aja yg makan ya klw keracunan kan sdh tua ","1976793500986544242","","","in","","0","0","0","https://x.com/undefined/status/1976793500986544242","933696649309720578",
"1976793398385557892","Fri Oct 10 23:34:07 +0000 2025","1","Program MBG menjadi salah satu langkah strategis pemerintahan Presiden @prabowo dan Wapres @gibran_tweet dalam upaya menurunkan angka stunting di Indonesia. Pencegahan stunting harus dilakukan secara menyeluruh dan dimulai sejak dini salah satunya adalah dg program MBG program https://t.co/u7GpW87qEI","1976793398385557892","https://pbs.twimg.com/media/G277HqbaoAAMRq7.jpg","","in","","0","0","1","https://x.com/undefined/status/1976793398385557892","521085037",
"1976592313771348219","Fri Oct 10 23:33:29 +0000 2025","0","@RadioElshinta Dan ternyata 10 ribu lebih siswa keracunan MBG.","1976793236590284890","","RadioElshinta","in","","0","0","0","https://x.com/undefined/status/1976793236590284890","1846749067864625153",
"1976497924801761292","Fri Oct 10 23:33:28 +0000 2025","0","@tempodotco Pret lah. MBG anak gue kmrn dibawa pulang jeruknya kecil dan asem banget. Ada juga menu roti 2000an.","1976793233306140742","","tempodotco","in","","0","0","0","https://x.com/undefined/status/1976793233306140742","101133550",
"1976793168470589696","Fri Oct 10 23:33:13 +0000 2025","16","SPPG yang bersih adalah pondasi keberhasilan program MBG. Kita tidak bisa bicara gizi kalau dapur produksinya tidak terjaga sanitasi dan kebersihannya. Mari awasi bersama karena makanan anak sekolah harus bebas dari risiko kontaminasi. https://t.co/AzpHAlu1Hh","1976793168470589696","https://pbs.twimg.com/ext_tw_video_thumb/1976793080385904640/pu/img/BjOFMtxqGB0yf4L8.jpg","","in","","0","0","5","https://x.com/undefined/status/1976793168470589696","1604408934525464576",
"1976792973758415012","Fri Oct 10 23:32:26 +0000 2025","1","Senyum cerah anak2 adalah ungkapan kegembiraan. Program MBG diharapkan menjadi pelengkap kebahagiaan masa kecil dan menjadi kunci Indonesia dalam mencegah stunting dan meningkatkan kualitas sumber daya manusia menuju Generasi Emas 2045. _ https://t.co/inAxiyYmoU","1976792973758415012","https://pbs.twimg.com/media/G276u9RbsAAp4aT.jpg","","in","","0","0","0","https://x.com/undefined/status/1976792973758415012","1399321722243870721",
"1976792872889508203","Fri Oct 10 23:32:02 +0000 2025","1","Mana tuh Pejabat yg salahkan kndisi tubuh si anak&amp;tdk trbiasa dg MBG. Mmg menu MBG sejnis menu Hotel? Jkpun Burger/Pizza yg dibrikan itu jg kualitas abal2&amp;Anak2 Rakyat bawah sdh trtempa ktahanan fisiknya. Jdi sjatinya jk mrk kracunan krn mmg menu MBG yg sgt salah bahan2&amp;prosesnya","1976792872889508203","","","in","","0","0","0","https://x.com/undefined/status/1976792872889508203","1688663918099812353",
"1976792841570730114","Fri Oct 10 23:31:55 +0000 2025","1","Tidak selalu langsung berjalan mulus semua butuh proses. Kalau perbaikan MBG dilakukan secara intensif maka generasi2 hebat akan lahir https://t.co/8bub1vA0gK","1976792841570730114","https://pbs.twimg.com/media/G276nPVbIAEpu4N.jpg","","in","","0","0","0","https://x.com/undefined/status/1976792841570730114","1849800948287406086",
"1976679471328727546","Fri Oct 10 23:31:49 +0000 2025","86","@zanatul_91 Komen mengkritisi mbg kena serang buzzer udah gak ngerti lagi https://t.co/A1jGZSSHAk","1976792816404906258","https://pbs.twimg.com/media/G276IeYbwAEpg69.jpg","zanatul_91","in","","3","2","9","https://x.com/undefined/status/1976792816404906258","1305649773706317825",
"1976792794502193252","Fri Oct 10 23:31:43 +0000 2025","0","Program Makan Bergizi Gratis (MBG) bukan sekadar pemenuhan gizi tp investasi besar jangka panjang bagi kebangkitan generasi muda. Di bawah Presiden Prabowo MBG menyiapkan generasi sehat cerdas &amp; tangguh menuju Indonesia Emas krn masa depan bangsa dimulai dari gizi yg merata. https://t.co/DPbOFIxYP7","1976792794502193252","https://pbs.twimg.com/ext_tw_video_thumb/1976792659135283206/pu/img/iiivQ3-o0z4DxYUk.jpg","","in","","0","0","0","https://x.com/undefined/status/1976792794502193252","1552517446648864768",
"1976792575203065898","Fri Oct 10 23:30:51 +0000 2025","17","Anak kenyang = otak terang Dengan program MBG sekolah bukan hanya tempat belajar tapi juga tempat anak-anak mendapat energi untuk bermimpi. Mari jaga program ini agar terus berjalan 🇮🇩 https://t.co/A2aHSeuAeT","1976792575203065898","https://pbs.twimg.com/media/G276Xc2aoAABlnb.jpg","","in","","0","3","3","https://x.com/undefined/status/1976792575203065898","1604408934525464576",
"1976792531762659648","Fri Oct 10 23:30:41 +0000 2025","0","Program MBG adlh langkah nyata pemerintah dalam mewujudkan pemerataan gizi dan keadilan sosial di Indonesia. Program ini diharapkan dapat meningkatkan kesehatan mendorong prestasi akademi dengan memberikan makanan sehat setiap pagi bagi anak-anak dari keluarga yang kurang mampu. https://t.co/VGWMR3a7uk","1976792531762659648","https://pbs.twimg.com/media/G276VN1boAAlo6a.jpg","","in","","0","0","1","https://x.com/undefined/status/1976792531762659648","1399321722243870721",
"1976792338988253475","Fri Oct 10 23:29:55 +0000 2025","0","Dengan MBG anak-anak tak hanya mendapat makanan bergizi tapi juga pelajaran hidup tentang kebersihan dan tanggung jawab. Mereka belajar mencuci tangan menjaga kebersihan alat makan dan menghargai setiap suapan. https://t.co/wcQKu3VP3r","1976792338988253475","https://pbs.twimg.com/media/G276J_YbwAU0flw.jpg","","in","","0","0","0","https://x.com/undefined/status/1976792338988253475","1551503240948117504",
"1976792222084505767","Fri Oct 10 23:29:27 +0000 2025","0","Ketika kebutuhan gizi anak terpenuhi semangat belajar pun meningkat. MBG memberi energi baru bagi mereka untuk hadir ke sekolah dengan wajah cerah dan pikiran siap menerima pelajaran. https://t.co/WyYQp6Ntza","1976792222084505767","https://pbs.twimg.com/media/G276DMaaEAA9UYC.jpg","","in","","0","0","0","https://x.com/undefined/status/1976792222084505767","1551503240948117504",
"1976792105302507948","Fri Oct 10 23:28:59 +0000 2025","13","Kenapa MBG Penting untuk Masa Depan Anak Sekolah? MBG bukan sekadar program makan gratis. Ini adalah investasi jangka panjang untuk mencetak generasi cerdas dan sehat. Anak yang perutnya kenyang akan: Lebih fokus belajar Jarang sakit &amp; bolos sekolah Tumbuh dengan gizi https://t.co/fneAjywRvd","1976792105302507948","https://pbs.twimg.com/ext_tw_video_thumb/1976792040299282439/pu/img/JWMUTzIV6hkHVIfQ.jpg","","in","","0","0","3","https://x.com/undefined/status/1976792105302507948","1604408934525464576",
"1976792069474861441","Fri Oct 10 23:28:51 +0000 2025","0","Anak-anak yang terbiasa makan bergizi sejak kecil akan punya masa depan lebih cerah. MBG memastikan hal itu terjadi untuk jutaan anak di seluruh Indonesia. https://t.co/hqyK5BKdjR","1976792069474861441","https://pbs.twimg.com/media/G2756S2bwAAExWJ.jpg","","in","","0","0","0","https://x.com/undefined/status/1976792069474861441","1443929048938270721",
"1976607211100238086","Fri Oct 10 23:28:21 +0000 2025","0","@DustinGeinbee mau ditanam padi buat stok MBG.","1976791946296434938","","DustinGeinbee","in","","0","0","0","https://x.com/undefined/status/1976791946296434938","468388183",
"1976791820618416593","Fri Oct 10 23:27:51 +0000 2025","0","Program MBG juga menciptakan lapangan kerja bagi masyarakat sekitar sekolah. Dari petani pedagang hingga juru masak semuanya ikut merasakan manfaatnya. https://t.co/puPkOHZbgb","1976791820618416593","https://pbs.twimg.com/media/G275r0wbwAA-KMM.jpg","","in","","0","0","0","https://x.com/undefined/status/1976791820618416593","2757539013",
"1976791726938558782","Fri Oct 10 23:27:29 +0000 2025","0","Gizi yang cukup bukan cuma bikin anak pintar tapi juga membentuk karakter kuat dan mental tangguh itulah misi besar MBG. https://t.co/D7zBO2EFGC","1976791726938558782","https://pbs.twimg.com/media/G275mUDbwAMslL-.jpg","","in","","0","0","0","https://x.com/undefined/status/1976791726938558782","2757539013",
"1976782453080772756","Fri Oct 10 23:26:54 +0000 2025","0","@dewamadern Sampe 5 shift jaga tetep dapet korban MBG","1976791578942619745","","dewamadern","in","","0","1","0","https://x.com/undefined/status/1976791578942619745","1160826059316592642",
"1976626267144245610","Fri Oct 10 23:26:30 +0000 2025","1","@tempodotco di Indo MBG beracun saja masih lanjut","1976791480074412188","","tempodotco","in","","0","0","0","https://x.com/undefined/status/1976791480074412188","1186656691581927427",
"1975737311519514948","Fri Oct 10 23:25:54 +0000 2025","1","@luccasmorea @zanatul_91 Plot twist anak lu keracunan MBG ","1976791330216092050","","luccasmorea","in","","0","0","0","https://x.com/undefined/status/1976791330216092050","201583001",
"1976791080227291137","Fri Oct 10 23:24:55 +0000 2025","0","Anak-anak di SD Negeri Tabalong masih menanti datangnya MBG. Mari kita kawal bersama agar semua sekolah mendapat hak yang sama. #MBGuntukSemua https://t.co/NvkXm3MAX3","1976791080227291137","https://pbs.twimg.com/media/G275Ar9aYAAc5jH.jpg","","in","","0","0","0","https://x.com/undefined/status/1976791080227291137","1686293980101967872",
"1976782416569417868","Fri Oct 10 22:50:29 +0000 2025","6","Apa Manfaat MBG? Selain menekan angka stunting MBG juga membantu anak lebih fokus belajar dan memberi keringanan bagi keluarga. Langkah kecil untuk masa depan besar Indonesia. #MBGUntukAnak #CegahStunting #IndonesiaMaju https://t.co/cWCc3ntCDE","1976782416569417868","https://pbs.twimg.com/media/G27xIQFaoAAbsYY.jpg","","in","","0","0","1","https://x.com/undefined/status/1976782416569417868","1855728284832878592",
"1976782409623650384","Fri Oct 10 22:50:27 +0000 2025","0","Program MBG jadi langkah penting cegah stunting dan tingkatkan kualitas SDM Indonesia demi lahirnya Generasi Emas 2045 yang sehat dan cerdas. https://t.co/GcvNxrUEJJ","1976782409623650384","https://pbs.twimg.com/media/G27xIAubEAAl3dG.jpg","","in","","0","0","0","https://x.com/undefined/status/1976782409623650384","1741586960353808385",
"1976782351251521545","Fri Oct 10 22:50:14 +0000 2025","3","Badan Gizi Nasional (BGN) mengungkap adanya praktik korupsi dalam program Makan Bergizi Gratis (MBG): Laporan keuangan fiktif dan pasokan bahan baku berkualitas rendah digunakan sebagai modus. Sebagian oknum pengelola ditawari selisih keuntungan dari pemasok nakal hingga Rp https://t.co/CvHKT4oWkW","1976782351251521545","https://pbs.twimg.com/ext_tw_video_thumb/1976782187547836416/pu/img/K2N1rcnOVglVx3NG.jpg","","in","","0","1","1","https://x.com/undefined/status/1976782351251521545","202500570",
"1976782323069993261","Fri Oct 10 22:50:07 +0000 2025","1","Siswa SD Negeri Dukuh Tabalong masih menanti program MBG. Mereka berharap segera mendapat makanan bergizi agar bisa belajar dengan semangat setiap hari. https://t.co/zZTjEoGzEg","1976782323069993261","https://pbs.twimg.com/media/G27xC-mbwAIpO6a.jpg","","in","","0","0","0","https://x.com/undefined/status/1976782323069993261","1616442542207401985",
"1976452627224461676","Fri Oct 10 22:49:58 +0000 2025","0","@ARSIPAJA Kompak pernyataan dari pemimpin dan para pejabat pemerintah ternyata prosentase kerusakan keracunan MBG yg dijadikan sbg indikator kegagalan dan kesemrawutan pelaksanaan kebijakan program pemerintah.","1976782284926878029","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1976782284926878029","566014930",
"1976623312831987896","Fri Oct 10 22:47:11 +0000 2025","105","@diskoura @comstelation Ini aku cuma bantu jawab soal pertanyaan kakaknya ttg ini makanan bagian dari mbg/bukan. Tapi kalo ditanya soal kelayakan program pantas ga kalo ini dilanjut dengan banyaknya kasus yang ada dll aku tetep ga setuju kalo program ini dilanjut. Udah banyak ahli yg bicara soal ini.","1976781585468006482","","diskoura","in","","0","0","0","https://x.com/undefined/status/1976781585468006482","1056409002496548864",
"1976687193566711961","Fri Oct 10 22:46:41 +0000 2025","0","@Korea_K3BBQ MBG bantu penuhi Gizi Indonesia.","1976781457902424288","","Korea_K3BBQ","in","","0","0","0","https://x.com/undefined/status/1976781457902424288","1366903075890335744",
"1976781440760398019","Fri Oct 10 22:46:36 +0000 2025","0","Pakan ternak pakan ternak. Daging ayam noh udah +50k telor +30k lu mau rakyat kagak bisa akses protein hewani hah? Kocak. Mbg kocak. Pemerintah kocak.","1976781440760398019","","","in","","0","0","0","https://x.com/undefined/status/1976781440760398019","1645275439",
"1976781122593079730","Fri Oct 10 22:45:21 +0000 2025","0","Jangan sampe diolah jd MBG","1976781122593079730","","","in","","0","0","0","https://x.com/undefined/status/1976781122593079730","256882477",
"1976780600758747536","Fri Oct 10 22:43:16 +0000 2025","3","Di era Presiden Prabowo keadilan sosial bukan hanya kata-kata. Lewat MBG setiap anak Indonesia berhak tumbuh sehat kuat dan punya masa depan cerah. ️🇮🇩 #Makanbergizigratis #MBG #Prabowo #sstvi #BamBam #NobelPeacePrize #GenshinImpact https://t.co/XDTfJIAEIs","1976780600758747536","https://pbs.twimg.com/media/G27vewQbwAIt-dJ.jpg","","in","","0","0","0","https://x.com/undefined/status/1976780600758747536","1539594857424990208",
"1976780239121547281","Fri Oct 10 22:41:50 +0000 2025","0","Kasian anggaran pemda jadi harus ngurursin kesalahan program mbg yg ga bener Kita-kita juga yg kena ","1976780239121547281","","","in","","0","0","0","https://x.com/undefined/status/1976780239121547281","1628393759057801216",
